disease,n,p,k,temperature,humidity,severity_level,remedy_with_remedy_capacity
Rust Disease,118,68,118,21.9,63,Mild,376
Rust Disease,119,69,119,22,64,Mild,376
Rust Disease,120,70,120,22.1,65,Mild,376
Rust Disease,121,71,121,22.2,66,Mild,376
Rust Disease,122,72,122,22.3,67,Mild,376
Rust Disease,123,73,123,22.4,68,Mild,376
Rust Disease,124,74,124,22.5,69,Mild,376
Rust Disease,125,75,125,22.6,70,Mild,376
Cercospora Leaf Blight,115,65,115,26.6,60,Mild,376
Cercospora Leaf Blight,116,66,116,26.7,61,Mild,376
Cercospora Leaf Blight,117,67,117,26.8,62,Mild,376
Cercospora Leaf Blight,118,68,118,26.9,63,Mild,376
Cercospora Leaf Blight,119,69,119,27,64,Mild,376
Cercospora Leaf Blight,120,70,120,27.1,65,Mild,376
Cercospora Leaf Blight,121,71,121,27.2,66,Mild,376
Cercospora Leaf Blight,122,72,122,27.3,67,Mild,376
Cercospora Leaf Blight,123,73,123,27.4,68,Mild,376
Cercospora Leaf Blight,124,74,124,27.5,69,Mild,376
Cercospora Leaf Blight,125,75,125,27.6,70,Mild,376
Rust Disease,104,54,104,20.5,60,Mild,377
Rust Disease,105,55,105,20.6,61,Mild,377
Rust Disease,106,56,106,20.7,62,Mild,377
Rust Disease,107,57,107,20.8,63,Mild,377
Rust Disease,108,58,108,20.9,64,Mild,377
Rust Disease,109,59,109,21,65,Mild,377
Rust Disease,110,60,110,21.1,66,Mild,377
Rust Disease,111,61,111,21.2,67,Mild,377
Rust Disease,112,62,112,21.3,68,Mild,377
Rust Disease,113,63,113,21.4,69,Mild,377
Rust Disease,114,64,114,21.5,70,Mild,377
Cercospora Leaf Blight,104,54,104,25.5,60,Mild,377
Cercospora Leaf Blight,105,55,105,25.6,61,Mild,377
Cercospora Leaf Blight,106,56,106,25.7,62,Mild,377
Cercospora Leaf Blight,107,57,107,25.8,63,Mild,377
Cercospora Leaf Blight,108,58,108,25.9,64,Mild,377
Cercospora Leaf Blight,109,59,109,26,65,Mild,377
Cercospora Leaf Blight,110,60,110,26.1,66,Mild,377
Cercospora Leaf Blight,111,61,111,26.2,67,Mild,377
Cercospora Leaf Blight,112,62,112,26.3,68,Mild,377
Cercospora Leaf Blight,113,63,113,26.4,69,Mild,377
Cercospora Leaf Blight,114,64,114,26.5,70,Mild,377
Rust Disease,144,94,144,19.4,60,Mild,378
Rust Disease,145,95,145,19.5,61,Mild,378
Rust Disease,146,96,146,19.6,62,Mild,378
Rust Disease,147,97,147,19.7,63,Mild,378
Rust Disease,148,98,148,19.8,64,Mild,378
Rust Disease,149,99,149,19.9,65,Mild,378
Rust Disease,150,100,150,20,66,Mild,378
Rust Disease,100,50,100,20.1,67,Mild,378
Rust Disease,101,51,101,20.2,68,Mild,378
Rust Disease,102,52,102,20.3,69,Mild,378
Rust Disease,103,53,103,20.4,70,Mild,378
Cercospora Leaf Blight,144,94,144,24.4,60,Mild,378
Cercospora Leaf Blight,145,95,145,24.5,61,Mild,378
Cercospora Leaf Blight,146,96,146,24.6,62,Mild,378
Cercospora Leaf Blight,147,97,147,24.7,63,Mild,378
Cercospora Leaf Blight,148,98,148,24.8,64,Mild,378
Cercospora Leaf Blight,149,99,149,24.9,65,Mild,378
Cercospora Leaf Blight,150,100,150,25,66,Mild,378
Cercospora Leaf Blight,100,50,100,25.1,67,Mild,378
Cercospora Leaf Blight,101,51,101,25.2,68,Mild,378
Cercospora Leaf Blight,102,52,102,25.3,69,Mild,378
Cercospora Leaf Blight,103,53,103,25.4,70,Mild,378
Rust Disease,133,83,133,18.3,60,Mild,379
Rust Disease,134,84,134,18.4,61,Mild,379
Rust Disease,135,85,135,18.5,62,Mild,379
Rust Disease,136,86,136,18.6,63,Mild,379
Rust Disease,137,87,137,18.7,64,Mild,379
Rust Disease,138,88,138,18.8,65,Mild,379
Rust Disease,139,89,139,18.9,66,Mild,379
Rust Disease,140,90,140,19,67,Mild,379
Rust Disease,141,91,141,19.1,68,Mild,379
Rust Disease,142,92,142,19.2,69,Mild,379
Rust Disease,143,93,143,19.3,70,Mild,379
Cercospora Leaf Blight,133,83,133,23.3,60,Mild,379
Cercospora Leaf Blight,134,84,134,23.4,61,Mild,379
Cercospora Leaf Blight,135,85,135,23.5,62,Mild,379
Cercospora Leaf Blight,136,86,136,23.6,63,Mild,379
Cercospora Leaf Blight,137,87,137,23.7,64,Mild,379
Cercospora Leaf Blight,138,88,138,23.8,65,Mild,379
Cercospora Leaf Blight,139,89,139,23.9,66,Mild,379
Cercospora Leaf Blight,140,90,140,24,67,Mild,379
Cercospora Leaf Blight,141,91,141,24.1,68,Mild,379
Cercospora Leaf Blight,142,92,142,24.2,69,Mild,379
Cercospora Leaf Blight,143,93,143,24.3,70,Mild,379
Rust Disease,122,72,122,17.2,60,Mild,380
Rust Disease,123,73,123,17.3,61,Mild,380
Rust Disease,124,74,124,17.4,62,Mild,380
Rust Disease,125,75,125,17.5,63,Mild,380
Rust Disease,126,76,126,17.6,64,Mild,380
Rust Disease,127,77,127,17.7,65,Mild,380
Rust Disease,128,78,128,17.8,66,Mild,380
Rust Disease,129,79,129,17.9,67,Mild,380
Rust Disease,130,80,130,18,68,Mild,380
Rust Disease,131,81,131,18.1,69,Mild,380
Rust Disease,132,82,132,18.2,70,Mild,380
Cercospora Leaf Blight,122,72,122,22.2,60,Mild,380
Cercospora Leaf Blight,123,73,123,22.3,61,Mild,380
Cercospora Leaf Blight,124,74,124,22.4,62,Mild,380
Cercospora Leaf Blight,125,75,125,22.5,63,Mild,380
Cercospora Leaf Blight,126,76,126,22.6,64,Mild,380
Cercospora Leaf Blight,127,77,127,22.7,65,Mild,380
Cercospora Leaf Blight,128,78,128,22.8,66,Mild,380
Cercospora Leaf Blight,129,79,129,22.9,67,Mild,380
Cercospora Leaf Blight,130,80,130,23,68,Mild,380
Cercospora Leaf Blight,131,81,131,23.1,69,Mild,380
Cercospora Leaf Blight,132,82,132,23.2,70,Mild,380
Rust Disease,111,61,111,16.1,60,Mild,381
Rust Disease,112,62,112,16.2,61,Mild,381
Rust Disease,113,63,113,16.3,62,Mild,381
Rust Disease,114,64,114,16.4,63,Mild,381
Rust Disease,115,65,115,16.5,64,Mild,381
Rust Disease,116,66,116,16.6,65,Mild,381
Rust Disease,117,67,117,16.7,66,Mild,381
Rust Disease,118,68,118,16.8,67,Mild,381
Rust Disease,119,69,119,16.9,68,Mild,381
Rust Disease,120,70,120,17,69,Mild,381
Rust Disease,121,71,121,17.1,70,Mild,381
Cercospora Leaf Blight,111,61,111,21.1,60,Mild,381
Cercospora Leaf Blight,112,62,112,21.2,61,Mild,381
Cercospora Leaf Blight,113,63,113,21.3,62,Mild,381
Cercospora Leaf Blight,114,64,114,21.4,63,Mild,381
Cercospora Leaf Blight,115,65,115,21.5,64,Mild,381
Cercospora Leaf Blight,116,66,116,21.6,65,Mild,381
Cercospora Leaf Blight,117,67,117,21.7,66,Mild,381
Cercospora Leaf Blight,118,68,118,21.8,67,Mild,381
Cercospora Leaf Blight,119,69,119,21.9,68,Mild,381
Cercospora Leaf Blight,120,70,120,22,69,Mild,381
Cercospora Leaf Blight,121,71,121,22.1,70,Mild,381
Rust Disease,100,50,100,15,60,Mild,382
Rust Disease,101,51,101,15.1,61,Mild,382
Rust Disease,102,52,102,15.2,62,Mild,382
Rust Disease,103,53,103,15.3,63,Mild,382
Rust Disease,104,54,104,15.4,64,Mild,382
Rust Disease,105,55,105,15.5,65,Mild,382
Rust Disease,106,56,106,15.6,66,Mild,382
Rust Disease,107,57,107,15.7,67,Mild,382
Rust Disease,108,58,108,15.8,68,Mild,382
Rust Disease,109,59,109,15.9,69,Mild,382
Rust Disease,110,60,110,16,70,Mild,382
Cercospora Leaf Blight,100,50,100,20,60,Mild,382
Cercospora Leaf Blight,101,51,101,20.1,61,Mild,382
Cercospora Leaf Blight,102,52,102,20.2,62,Mild,382
Cercospora Leaf Blight,103,53,103,20.3,63,Mild,382
Cercospora Leaf Blight,104,54,104,20.4,64,Mild,382
Cercospora Leaf Blight,105,55,105,20.5,65,Mild,382
Cercospora Leaf Blight,106,56,106,20.6,66,Mild,382
Cercospora Leaf Blight,107,57,107,20.7,67,Mild,382
Cercospora Leaf Blight,108,58,108,20.8,68,Mild,382
Cercospora Leaf Blight,109,59,109,20.9,69,Mild,382
Cercospora Leaf Blight,110,60,110,21,70,Mild,382
Nutrient Deficiency,103,53,103,15.3,63,Mild,383
Nutrient Deficiency,104,54,104,15.4,64,Mild,383
Nutrient Deficiency,105,55,105,15.5,65,Mild,383
Nutrient Deficiency,106,56,106,15.6,66,Mild,383
Nutrient Deficiency,107,57,107,15.7,67,Mild,383
Nutrient Deficiency,108,58,108,15.8,68,Mild,383
Salinity Stress,100,50,100,25,50,Mild,384
Salinity Stress,75,50,75,25,30,Mild,384
Waterlogging,100,50,100,25,30,Mild,384
Waterlogging,100,50,100,25,60,Mild,384
Nutrient Deficiency,182,132,182,23.3,56,Moderate,1
Nutrient Deficiency,183,133,183,23.4,57,Moderate,1
Nutrient Deficiency,184,134,184,23.5,58,Moderate,1
Nutrient Deficiency,185,135,185,23.6,59,Moderate,1
Nutrient Deficiency,186,136,186,23.7,60,Moderate,1
Nutrient Deficiency,187,137,187,23.8,50,Moderate,1
Nutrient Deficiency,188,138,188,23.9,51,Moderate,1
Nutrient Deficiency,189,139,189,24,52,Moderate,1
Nutrient Deficiency,190,140,190,24.1,53,Moderate,1
Nutrient Deficiency,191,141,191,24.2,54,Moderate,1
Nutrient Deficiency,192,142,192,24.3,55,Moderate,1
Nutrient Deficiency,193,143,193,24.4,56,Moderate,1
Nutrient Deficiency,194,144,194,24.5,57,Moderate,1
Nutrient Deficiency,195,145,195,24.6,58,Moderate,1
Nutrient Deficiency,196,146,196,24.7,59,Moderate,1
Nutrient Deficiency,197,147,197,24.8,60,Moderate,1
Nutrient Deficiency,198,148,198,24.9,50,Moderate,1
Nutrient Deficiency,199,149,199,25,51,Moderate,1
Nutrient Deficiency,166,116,166,21.7,51,Moderate,2
Nutrient Deficiency,167,117,167,21.8,52,Moderate,2
Nutrient Deficiency,168,118,168,21.9,53,Moderate,2
Nutrient Deficiency,169,119,169,22,54,Moderate,2
Nutrient Deficiency,170,120,170,22.1,55,Moderate,2
Nutrient Deficiency,171,121,171,22.2,56,Moderate,2
Nutrient Deficiency,172,122,172,22.3,57,Moderate,2
Nutrient Deficiency,173,123,173,22.4,58,Moderate,2
Nutrient Deficiency,174,124,174,22.5,59,Moderate,2
Nutrient Deficiency,175,125,175,22.6,60,Moderate,2
Nutrient Deficiency,176,126,176,22.7,50,Moderate,2
Nutrient Deficiency,177,127,177,22.8,51,Moderate,2
Nutrient Deficiency,178,128,178,22.9,52,Moderate,2
Nutrient Deficiency,179,129,179,23,53,Moderate,2
Nutrient Deficiency,180,130,180,23.1,54,Moderate,2
Nutrient Deficiency,181,131,181,23.2,55,Moderate,2
Nutrient Deficiency,160,110,160,21.1,56,Moderate,3
Nutrient Deficiency,161,111,161,21.2,57,Moderate,3
Nutrient Deficiency,162,112,162,21.3,58,Moderate,3
Nutrient Deficiency,163,113,163,21.4,59,Moderate,3
Nutrient Deficiency,164,114,164,21.5,60,Moderate,3
Nutrient Deficiency,165,115,165,21.6,50,Moderate,3
Nutrient Deficiency,154,104,154,20.5,50,Moderate,3
Nutrient Deficiency,155,105,155,20.6,51,Moderate,3
Nutrient Deficiency,156,106,156,20.7,52,Moderate,3
Nutrient Deficiency,157,107,157,20.8,53,Moderate,3
Nutrient Deficiency,158,108,158,20.9,54,Moderate,3
Nutrient Deficiency,159,109,159,21,55,Moderate,3
Nutrient Deficiency,198,148,198,19.8,54,Moderate,4
Nutrient Deficiency,199,149,199,19.9,55,Moderate,4
Nutrient Deficiency,200,150,200,20,56,Moderate,4
Nutrient Deficiency,150,100,150,20.1,57,Moderate,4
Nutrient Deficiency,151,101,151,20.2,58,Moderate,4
Nutrient Deficiency,152,102,152,20.3,59,Moderate,4
Nutrient Deficiency,153,103,153,20.4,60,Moderate,4
Nutrient Deficiency,192,142,192,19.2,59,Moderate,5
Nutrient Deficiency,193,143,193,19.3,60,Moderate,5
Nutrient Deficiency,194,144,194,19.4,50,Moderate,5
Nutrient Deficiency,195,145,195,19.5,51,Moderate,5
Nutrient Deficiency,196,146,196,19.6,52,Moderate,5
Nutrient Deficiency,197,147,197,19.7,53,Moderate,5
Nutrient Deficiency,186,136,186,18.6,53,Moderate,6
Nutrient Deficiency,187,137,187,18.7,54,Moderate,6
Nutrient Deficiency,188,138,188,18.8,55,Moderate,6
Nutrient Deficiency,189,139,189,18.9,56,Moderate,6
Nutrient Deficiency,190,140,190,19,57,Moderate,6
Nutrient Deficiency,191,141,191,19.1,58,Moderate,6
Nutrient Deficiency,180,130,180,18,58,Moderate,7
Nutrient Deficiency,181,131,181,18.1,59,Moderate,7
Nutrient Deficiency,182,132,182,18.2,60,Moderate,7
Nutrient Deficiency,183,133,183,18.3,50,Moderate,7
Nutrient Deficiency,184,134,184,18.4,51,Moderate,7
Nutrient Deficiency,185,135,185,18.5,52,Moderate,7
Nutrient Deficiency,174,124,174,17.4,52,Moderate,8
Nutrient Deficiency,175,125,175,17.5,53,Moderate,8
Nutrient Deficiency,176,126,176,17.6,54,Moderate,8
Nutrient Deficiency,177,127,177,17.7,55,Moderate,8
Nutrient Deficiency,178,128,178,17.8,56,Moderate,8
Nutrient Deficiency,179,129,179,17.9,57,Moderate,8
Nutrient Deficiency,168,118,168,16.8,57,Moderate,9
Nutrient Deficiency,169,119,169,16.9,58,Moderate,9
Nutrient Deficiency,170,120,170,17,59,Moderate,9
Nutrient Deficiency,171,121,171,17.1,60,Moderate,9
Nutrient Deficiency,172,122,172,17.2,50,Moderate,9
Nutrient Deficiency,173,123,173,17.3,51,Moderate,9
Nutrient Deficiency,162,112,162,16.2,51,Moderate,10
Nutrient Deficiency,163,113,163,16.3,52,Moderate,10
Nutrient Deficiency,164,114,164,16.4,53,Moderate,10
Nutrient Deficiency,165,115,165,16.5,54,Moderate,10
Nutrient Deficiency,166,116,166,16.6,55,Moderate,10
Nutrient Deficiency,167,117,167,16.7,56,Moderate,10
Nutrient Deficiency,156,106,156,15.6,56,Moderate,11
Nutrient Deficiency,157,107,157,15.7,57,Moderate,11
Nutrient Deficiency,158,108,158,15.8,58,Moderate,11
Nutrient Deficiency,159,109,159,15.9,59,Moderate,11
Nutrient Deficiency,160,110,160,16,60,Moderate,11
Nutrient Deficiency,161,111,161,16.1,50,Moderate,11
Nutrient Deficiency,150,100,150,15,50,Moderate,12
Nutrient Deficiency,151,101,151,15.1,51,Moderate,12
Nutrient Deficiency,152,102,152,15.2,52,Moderate,12
Nutrient Deficiency,153,103,153,15.3,53,Moderate,12
Nutrient Deficiency,154,104,154,15.4,54,Moderate,12
Nutrient Deficiency,155,105,155,15.5,55,Moderate,12
Rust Disease,75,35,75,75,60,Moderate,20
Cercospora Leaf Blight,75,35,75,30,60,Moderate,22
Nematode Infestations,75,35,75,30,60,Moderate,25
Rust Disease,195,145,195,24.6,58,Moderate,27
Rust Disease,196,146,196,24.7,59,Moderate,27
Rust Disease,197,147,197,24.8,60,Moderate,27
Rust Disease,198,148,198,24.9,50,Moderate,27
Rust Disease,199,149,199,25,51,Moderate,27
Cercospora Leaf Blight,195,145,195,29.6,58,Moderate,27
Cercospora Leaf Blight,196,146,196,29.7,59,Moderate,27
Cercospora Leaf Blight,197,147,197,29.8,60,Moderate,27
Cercospora Leaf Blight,198,148,198,29.9,50,Moderate,27
Cercospora Leaf Blight,199,149,199,30,51,Moderate,27
Rust Disease,183,133,183,23.4,57,Moderate,28
Rust Disease,184,134,184,23.5,58,Moderate,28
Rust Disease,185,135,185,23.6,59,Moderate,28
Rust Disease,186,136,186,23.7,60,Moderate,28
Rust Disease,187,137,187,23.8,50,Moderate,28
Rust Disease,188,138,188,23.9,51,Moderate,28
Rust Disease,189,139,189,24,52,Moderate,28
Rust Disease,190,140,190,24.1,53,Moderate,28
Rust Disease,191,141,191,24.2,54,Moderate,28
Rust Disease,192,142,192,24.3,55,Moderate,28
Rust Disease,193,143,193,24.4,56,Moderate,28
Rust Disease,194,144,194,24.5,57,Moderate,28
Cercospora Leaf Blight,183,133,183,28.4,57,Moderate,28
Cercospora Leaf Blight,184,134,184,28.5,58,Moderate,28
Cercospora Leaf Blight,185,135,185,28.6,59,Moderate,28
Cercospora Leaf Blight,186,136,186,28.7,60,Moderate,28
Cercospora Leaf Blight,187,137,187,28.8,50,Moderate,28
Cercospora Leaf Blight,188,138,188,28.9,51,Moderate,28
Cercospora Leaf Blight,189,139,189,29,52,Moderate,28
Cercospora Leaf Blight,190,140,190,29.1,53,Moderate,28
Cercospora Leaf Blight,191,141,191,29.2,54,Moderate,28
Cercospora Leaf Blight,192,142,192,29.3,55,Moderate,28
Cercospora Leaf Blight,193,143,193,29.4,56,Moderate,28
Cercospora Leaf Blight,194,144,194,29.5,57,Moderate,28
Rust Disease,171,121,171,22.2,56,Moderate,29
Rust Disease,172,122,172,22.3,57,Moderate,29
Rust Disease,173,123,173,22.4,58,Moderate,29
Rust Disease,174,124,174,22.5,59,Moderate,29
Rust Disease,175,125,175,22.6,60,Moderate,29
Rust Disease,176,126,176,22.7,50,Moderate,29
Rust Disease,177,127,177,22.8,51,Moderate,29
Rust Disease,178,128,178,22.9,52,Moderate,29
Rust Disease,179,129,179,23,53,Moderate,29
Rust Disease,180,130,180,23.1,54,Moderate,29
Rust Disease,181,131,181,23.2,55,Moderate,29
Rust Disease,182,132,182,23.3,56,Moderate,29
Cercospora Leaf Blight,171,121,171,27.2,56,Moderate,29
Cercospora Leaf Blight,172,122,172,27.3,57,Moderate,29
Cercospora Leaf Blight,173,123,173,27.4,58,Moderate,29
Cercospora Leaf Blight,174,124,174,27.5,59,Moderate,29
Cercospora Leaf Blight,175,125,175,27.6,60,Moderate,29
Cercospora Leaf Blight,176,126,176,27.7,50,Moderate,29
Cercospora Leaf Blight,177,127,177,27.8,51,Moderate,29
Cercospora Leaf Blight,178,128,178,27.9,52,Moderate,29
Cercospora Leaf Blight,179,129,179,28,53,Moderate,29
Cercospora Leaf Blight,180,130,180,28.1,54,Moderate,29
Cercospora Leaf Blight,181,131,181,28.2,55,Moderate,29
Cercospora Leaf Blight,182,132,182,28.3,56,Moderate,29
Rust Disease,159,109,159,21,55,Moderate,30
Rust Disease,160,110,160,21.1,56,Moderate,30
Rust Disease,161,111,161,21.2,57,Moderate,30
Rust Disease,162,112,162,21.3,58,Moderate,30
Rust Disease,163,113,163,21.4,59,Moderate,30
Rust Disease,164,114,164,21.5,60,Moderate,30
Rust Disease,165,115,165,21.6,50,Moderate,30
Rust Disease,166,116,166,21.7,51,Moderate,30
Rust Disease,167,117,167,21.8,52,Moderate,30
Rust Disease,168,118,168,21.9,53,Moderate,30
Rust Disease,169,119,169,22,54,Moderate,30
Rust Disease,170,120,170,22.1,55,Moderate,30
Cercospora Leaf Blight,159,109,159,26,55,Moderate,30
Cercospora Leaf Blight,160,110,160,26.1,56,Moderate,30
Cercospora Leaf Blight,161,111,161,26.2,57,Moderate,30
Cercospora Leaf Blight,162,112,162,26.3,58,Moderate,30
Cercospora Leaf Blight,163,113,163,26.4,59,Moderate,30
Cercospora Leaf Blight,164,114,164,26.5,60,Moderate,30
Cercospora Leaf Blight,165,115,165,26.6,50,Moderate,30
Cercospora Leaf Blight,166,116,166,26.7,51,Moderate,30
Cercospora Leaf Blight,167,117,167,26.8,52,Moderate,30
Cercospora Leaf Blight,168,118,168,26.9,53,Moderate,30
Cercospora Leaf Blight,169,119,169,27,54,Moderate,30
Cercospora Leaf Blight,170,120,170,27.1,55,Moderate,30
Rust Disease,198,148,198,19.8,54,Moderate,31
Rust Disease,199,149,199,19.9,55,Moderate,31
Rust Disease,200,150,200,20,56,Moderate,31
Rust Disease,150,100,150,20.1,57,Moderate,31
Rust Disease,151,101,151,20.2,58,Moderate,31
Rust Disease,152,102,152,20.3,59,Moderate,31
Rust Disease,153,103,153,20.4,60,Moderate,31
Rust Disease,154,104,154,20.5,50,Moderate,31
Rust Disease,155,105,155,20.6,51,Moderate,31
Rust Disease,156,106,156,20.7,52,Moderate,31
Rust Disease,157,107,157,20.8,53,Moderate,31
Rust Disease,158,108,158,20.9,54,Moderate,31
Cercospora Leaf Blight,198,148,198,24.8,54,Moderate,31
Cercospora Leaf Blight,199,149,199,24.9,55,Moderate,31
Cercospora Leaf Blight,200,150,200,25,56,Moderate,31
Cercospora Leaf Blight,150,100,150,25.1,57,Moderate,31
Cercospora Leaf Blight,151,101,151,25.2,58,Moderate,31
Cercospora Leaf Blight,152,102,152,25.3,59,Moderate,31
Cercospora Leaf Blight,153,103,153,25.4,60,Moderate,31
Cercospora Leaf Blight,154,104,154,25.5,50,Moderate,31
Cercospora Leaf Blight,155,105,155,25.6,51,Moderate,31
Cercospora Leaf Blight,156,106,156,25.7,52,Moderate,31
Cercospora Leaf Blight,157,107,157,25.8,53,Moderate,31
Cercospora Leaf Blight,158,108,158,25.9,54,Moderate,31
Rust Disease,186,136,186,18.6,53,Moderate,32
Rust Disease,187,137,187,18.7,54,Moderate,32
Rust Disease,188,138,188,18.8,55,Moderate,32
Rust Disease,189,139,189,18.9,56,Moderate,32
Rust Disease,190,140,190,19,57,Moderate,32
Rust Disease,191,141,191,19.1,58,Moderate,32
Rust Disease,192,142,192,19.2,59,Moderate,32
Rust Disease,193,143,193,19.3,60,Moderate,32
Rust Disease,194,144,194,19.4,50,Moderate,32
Rust Disease,195,145,195,19.5,51,Moderate,32
Rust Disease,196,146,196,19.6,52,Moderate,32
Rust Disease,197,147,197,19.7,53,Moderate,32
Cercospora Leaf Blight,186,136,186,23.6,53,Moderate,32
Cercospora Leaf Blight,187,137,187,23.7,54,Moderate,32
Cercospora Leaf Blight,188,138,188,23.8,55,Moderate,32
Cercospora Leaf Blight,189,139,189,23.9,56,Moderate,32
Cercospora Leaf Blight,190,140,190,24,57,Moderate,32
Cercospora Leaf Blight,191,141,191,24.1,58,Moderate,32
Cercospora Leaf Blight,192,142,192,24.2,59,Moderate,32
Cercospora Leaf Blight,193,143,193,24.3,60,Moderate,32
Cercospora Leaf Blight,194,144,194,24.4,50,Moderate,32
Cercospora Leaf Blight,195,145,195,24.5,51,Moderate,32
Cercospora Leaf Blight,196,146,196,24.6,52,Moderate,32
Cercospora Leaf Blight,197,147,197,24.7,53,Moderate,32
Rust Disease,174,124,174,17.4,52,Moderate,33
Rust Disease,175,125,175,17.5,53,Moderate,33
Rust Disease,176,126,176,17.6,54,Moderate,33
Rust Disease,177,127,177,17.7,55,Moderate,33
Rust Disease,178,128,178,17.8,56,Moderate,33
Rust Disease,179,129,179,17.9,57,Moderate,33
Rust Disease,180,130,180,18,58,Moderate,33
Rust Disease,181,131,181,18.1,59,Moderate,33
Rust Disease,182,132,182,18.2,60,Moderate,33
Rust Disease,183,133,183,18.3,50,Moderate,33
Rust Disease,184,134,184,18.4,51,Moderate,33
Rust Disease,185,135,185,18.5,52,Moderate,33
Cercospora Leaf Blight,174,124,174,22.4,52,Moderate,33
Cercospora Leaf Blight,175,125,175,22.5,53,Moderate,33
Cercospora Leaf Blight,176,126,176,22.6,54,Moderate,33
Cercospora Leaf Blight,177,127,177,22.7,55,Moderate,33
Cercospora Leaf Blight,178,128,178,22.8,56,Moderate,33
Cercospora Leaf Blight,179,129,179,22.9,57,Moderate,33
Cercospora Leaf Blight,180,130,180,23,58,Moderate,33
Cercospora Leaf Blight,181,131,181,23.1,59,Moderate,33
Cercospora Leaf Blight,182,132,182,23.2,60,Moderate,33
Cercospora Leaf Blight,183,133,183,23.3,50,Moderate,33
Cercospora Leaf Blight,184,134,184,23.4,51,Moderate,33
Cercospora Leaf Blight,185,135,185,23.5,52,Moderate,33
Rust Disease,162,112,162,16.2,51,Moderate,34
Rust Disease,163,113,163,16.3,52,Moderate,34
Rust Disease,164,114,164,16.4,53,Moderate,34
Rust Disease,165,115,165,16.5,54,Moderate,34
Rust Disease,166,116,166,16.6,55,Moderate,34
Rust Disease,167,117,167,16.7,56,Moderate,34
Rust Disease,168,118,168,16.8,57,Moderate,34
Rust Disease,169,119,169,16.9,58,Moderate,34
Rust Disease,170,120,170,17,59,Moderate,34
Rust Disease,171,121,171,17.1,60,Moderate,34
Rust Disease,172,122,172,17.2,50,Moderate,34
Rust Disease,173,123,173,17.3,51,Moderate,34
Cercospora Leaf Blight,162,112,162,21.2,51,Moderate,34
Cercospora Leaf Blight,163,113,163,21.3,52,Moderate,34
Cercospora Leaf Blight,164,114,164,21.4,53,Moderate,34
Cercospora Leaf Blight,165,115,165,21.5,54,Moderate,34
Cercospora Leaf Blight,166,116,166,21.6,55,Moderate,34
Cercospora Leaf Blight,167,117,167,21.7,56,Moderate,34
Cercospora Leaf Blight,168,118,168,21.8,57,Moderate,34
Cercospora Leaf Blight,169,119,169,21.9,58,Moderate,34
Cercospora Leaf Blight,170,120,170,22,59,Moderate,34
Cercospora Leaf Blight,171,121,171,22.1,60,Moderate,34
Cercospora Leaf Blight,172,122,172,22.2,50,Moderate,34
Cercospora Leaf Blight,173,123,173,22.3,51,Moderate,34
Rust Disease,150,100,150,15,50,Moderate,35
Rust Disease,151,101,151,15.1,51,Moderate,35
Rust Disease,152,102,152,15.2,52,Moderate,35
Rust Disease,153,103,153,15.3,53,Moderate,35
Rust Disease,154,104,154,15.4,54,Moderate,35
Rust Disease,155,105,155,15.5,55,Moderate,35
Rust Disease,156,106,156,15.6,56,Moderate,35
Rust Disease,157,107,157,15.7,57,Moderate,35
Rust Disease,158,108,158,15.8,58,Moderate,35
Rust Disease,159,109,159,15.9,59,Moderate,35
Rust Disease,160,110,160,16,60,Moderate,35
Rust Disease,161,111,161,16.1,50,Moderate,35
Cercospora Leaf Blight,150,100,150,20,50,Moderate,35
Cercospora Leaf Blight,151,101,151,20.1,51,Moderate,35
Cercospora Leaf Blight,152,102,152,20.2,52,Moderate,35
Cercospora Leaf Blight,153,103,153,20.3,53,Moderate,35
Cercospora Leaf Blight,154,104,154,20.4,54,Moderate,35
Cercospora Leaf Blight,155,105,155,20.5,55,Moderate,35
Cercospora Leaf Blight,156,106,156,20.6,56,Moderate,35
Cercospora Leaf Blight,157,107,157,20.7,57,Moderate,35
Cercospora Leaf Blight,158,108,158,20.8,58,Moderate,35
Cercospora Leaf Blight,159,109,159,20.9,59,Moderate,35
Cercospora Leaf Blight,160,110,160,21,60,Moderate,35
Cercospora Leaf Blight,161,111,161,21.1,50,Moderate,35
Nutrient Deficiency,25,25,25,30,60,Moderate,37
Nutrient Deficiency,50,35,35,30,40,Moderate,37
Nutrient Deficiency,75,35,35,30,60,Moderate,40
Nutrient Deficiency,75,50,35,30,40,Moderate,40
Nutrient Deficiency,75,75,35,30,60,Moderate,43
Nutrient Deficiency,75,75,50,30,40,Moderate,43
Leaf Spot,147,97,147,19.8,54,Moderate,45
Leaf Spot,148,98,148,19.9,55,Moderate,45
Leaf Spot,149,99,149,20,56,Moderate,45
Leaf Spot,141,91,141,19.2,59,Moderate,46
Leaf Spot,142,92,142,19.3,60,Moderate,46
Leaf Spot,143,93,143,19.4,50,Moderate,46
Leaf Spot,144,94,144,19.5,51,Moderate,46
Leaf Spot,145,95,145,19.6,52,Moderate,46
Leaf Spot,146,96,146,19.7,53,Moderate,46
Leaf Spot,135,85,135,18.6,53,Moderate,47
Leaf Spot,136,86,136,18.7,54,Moderate,47
Leaf Spot,137,87,137,18.8,55,Moderate,47
Leaf Spot,138,88,138,18.9,56,Moderate,47
Leaf Spot,139,89,139,19,57,Moderate,47
Leaf Spot,140,90,140,19.1,58,Moderate,47
